City,Fuel Type Code,State,EV Total Port Count (Beta)
valley springs,ELEC,CA,2.0
valley stream,ELEC,NY,24.0
valley village,ELEC,CA,9.0
valparaiso,ELEC,IN,11.0
valrico,ELEC,FL,2.0
van buren,ELEC,AR,7.0
van buren twp,ELEC,MI,1.0
van horn,ELEC,TX,16.0
van nuys,ELEC,CA,198.0
van wert,ELEC,OH,2.0
vance,ELEC,AL,18.0
vancouver,ELEC,WA,155.0
vandalia,ELEC,OH,5.0
vashon,ELEC,WA,4.0
vaughn,ELEC,NM,4.0
vauxhall,ELEC,NJ,4.0
veedersburg,ELEC,IN,8.0
veneta,ELEC,OR,2.0
venice,ELEC,FL,72.0
ventnor city,ELEC,NJ,2.0
ventura,ELEC,CA,136.0
vergennes,ELEC,VT,4.0
vermillion,ELEC,SD,3.0
vernal,ELEC,UT,2.0
vernon,ELEC,CA,64.0
vernon hills,ELEC,IL,13.0
vernon township,ELEC,NJ,4.0
vero beach,ELEC,FL,23.0
verona,ELEC,WI,61.0
versailles,ELEC,KY,9.0
vestal,ELEC,NY,39.0
vestavia hills,ELEC,AL,4.0
vesuvius,ELEC,VA,2.0
vicksburg,ELEC,MS,20.0
victor,ELEC,NY,32.0
victoria,ELEC,TX,25.0
victorville,ELEC,CA,97.0
vidalia,ELEC,GA,1.0
vidor,ELEC,TX,4.0
vienna,ELEC,VA,70.0
viera,ELEC,FL,12.0
villa park,ELEC,IL,24.0
villa rica,ELEC,GA,2.0
village of pelham,ELEC,NY,3.0
villanova,ELEC,PA,18.0
vincennes,ELEC,IN,7.0
vineland,ELEC,NJ,12.0
vineyard,ELEC,UT,2.0
vineyard haven,ELEC,MA,4.0
vinita,ELEC,OK,4.0
vinton,ELEC,LA,3.0
virginia,ELEC,MN,2.0
virginia beach,ELEC,VA,144.0
virginia city,ELEC,NV,6.0
viroqua,ELEC,WI,2.0
visalia,ELEC,CA,78.0
vista,ELEC,CA,75.0
vista dr,ELEC,WA,2.0
voorheesville,ELEC,NY,13.0
w silver spring,ELEC,MD,2.0
wabash,ELEC,IN,9.0
waco,ELEC,TX,29.0
waddington,ELEC,NY,2.0
wadena,ELEC,MN,4.0
wadesboro,ELEC,NC,1.0
wadsworth,ELEC,IL,4.0
wagon mound,ELEC,NM,4.0
wagoner,ELEC,OK,12.0
wahiawa,ELEC,HI,4.0
wahoo,ELEC,NE,2.0
wahpeton,ELEC,ND,2.0
waianae,ELEC,HI,10.0
waikoloa,ELEC,HI,6.0
waikoloa village,ELEC,HI,2.0
wailea,ELEC,HI,10.0
wailuku,ELEC,HI,33.0
waimanalo,ELEC,HI,4.0
waimea,ELEC,HI,4.0
waipahu,ELEC,HI,25.0
waite park,ELEC,MN,4.0
waitsburg,ELEC,WA,1.0
waitsfield,ELEC,VT,20.0
wake forest,ELEC,NC,24.0
wakefield,ELEC,MA,37.0
walcott,ELEC,IA,10.0
waldorf,ELEC,MD,40.0
waldport,ELEC,OR,8.0
waleksa,ELEC,GA,3.0
waleska,ELEC,GA,7.0
walker,ELEC,MI,15.0
wall,ELEC,SD,18.0
wall township,ELEC,NJ,17.0
walla walla,ELEC,WA,42.0
wallace,ELEC,NC,9.0
walland,ELEC,TN,4.0
walled lake,ELEC,MI,7.0
waller,ELEC,TX,22.0
wallingford,ELEC,CT,19.0
walloon lake,ELEC,MI,1.0
walnut,ELEC,CA,15.0
walnut creek,ELEC,CA,249.0
walnut grove,ELEC,MO,1.0
walnut ridge,ELEC,AR,4.0
walpole,ELEC,MA,12.0
walsenburg,ELEC,CO,8.0
walterboro,ELEC,SC,25.0
walters,ELEC,OK,8.0
waltham,ELEC,MA,235.0
wamego,ELEC,KS,2.0
wampsville,ELEC,NY,2.0
wanakena,ELEC,NY,1.0
wantagh,ELEC,NY,8.0
wantaugh,ELEC,NY,2.0
wapakoneta,ELEC,OH,3.0
wapato,ELEC,WA,4.0
wapello,ELEC,IA,2.0
wappingers falls,ELEC,NY,5.0
ward,ELEC,AR,2.0
wareham,ELEC,MA,34.0
warens,ELEC,NY,2.0
warm springs,ELEC,OR,2.0
warminster,ELEC,PA,15.0
warner robbins,ELEC,GA,4.0
warner robins,ELEC,GA,33.0
warner springs,ELEC,CA,5.0
warren,ELEC,OH,103.0
warrensburg,ELEC,MO,20.0
warrensville heights,ELEC,OH,4.0
warrenton,ELEC,VA,28.0
warrenville,ELEC,IL,8.0
warrington,ELEC,PA,9.0
warsaw,ELEC,IN,30.0
wartburg,ELEC,TN,4.0
warwick,ELEC,RI,133.0
wasco,ELEC,CA,8.0
waseca,ELEC,MN,4.0
washburn,ELEC,ND,3.0
washington,ELEC,DC,1323.0
washington court house,ELEC,OH,4.0
washington depot,ELEC,CT,2.0
washington grove,ELEC,MD,4.0
washington heights,ELEC,NY,4.0
washington navy yard,ELEC,DC,8.0
washington terrace,ELEC,UT,8.0
washington township,ELEC,NJ,10.0
washingtonville,ELEC,NY,10.0
washougal,ELEC,WA,19.0
wasilla,ELEC,AK,7.0
waskish,ELEC,MN,2.0
watauga,ELEC,TX,2.0
watch hill,ELEC,RI,3.0
watchung,ELEC,NJ,1.0
water mill,ELEC,NY,11.0
waterbury,ELEC,CT,52.0
waterford,ELEC,MI,31.0
waterford township,ELEC,MI,6.0
waterford twp,ELEC,MI,6.0
waterloo,ELEC,NY,38.0
waters,ELEC,MI,2.0
watersound,ELEC,FL,2.0
watertown,ELEC,MA,98.0
waterville,ELEC,ME,27.0
watervliet,ELEC,NY,62.0
watford city,ELEC,ND,2.0
watkins glen,ELEC,NY,8.0
watkinsville,ELEC,GA,4.0
watsonville,ELEC,CA,82.0
watts,ELEC,CA,16.0
wauchula,ELEC,FL,2.0
wauconda,ELEC,IL,2.0
waukee,ELEC,IA,15.0
waukegan,ELEC,IL,38.0
waukesha,ELEC,WI,20.0
waunakee,ELEC,WI,4.0
waupun,ELEC,WI,4.0
wausau,ELEC,WI,12.0
wauseon,ELEC,OH,1.0
wauwatosa,ELEC,WI,10.0
waverly,ELEC,NY,11.0
wawona,ELEC,CA,2.0
waxahachie,ELEC,TX,7.0
waxhaw,ELEC,NC,2.0
waycross,ELEC,GA,2.0
wayland,ELEC,MI,31.0
waymart,ELEC,PA,2.0
wayne,ELEC,PA,47.0
waynesboro,ELEC,VA,14.0
waynesville,ELEC,NC,19.0
wayzata,ELEC,MN,13.0
weatherford,ELEC,TX,25.0
weaverville,ELEC,NC,16.0
webster,ELEC,NY,46.0
wedgefield,ELEC,SC,2.0
weed,ELEC,CA,3.0
weehawken,ELEC,NJ,2.0
weirton,ELEC,WV,7.0
wekiva springs,ELEC,FL,2.0
welch,ELEC,WV,2.0
welches,ELEC,OR,5.0
weldon spring,ELEC,MO,4.0
wellesley,ELEC,MA,50.0
wellfleet,ELEC,MA,8.0
wellington,ELEC,FL,19.0
wells,ELEC,ME,29.0
wellsboro,ELEC,PA,4.0
wellsville,ELEC,NY,1.0
wenatchee,ELEC,WA,37.0
wendover,ELEC,NV,7.0
wenham,ELEC,MA,6.0
wentzville,ELEC,MO,2.0
wernersville,ELEC,PA,3.0
weslaco,ELEC,TX,3.0
wesley chapel,ELEC,FL,22.0
west allis,ELEC,WI,12.0
west babylon,ELEC,NY,2.0
west baden springs,ELEC,IN,4.0
west barnstable,ELEC,MA,6.0
west bend,ELEC,WI,1.0
west bishop,ELEC,CA,2.0
west bloomfield township,ELEC,MI,20.0
west bloomfield twp,ELEC,MI,6.0
west branch,ELEC,MI,6.0
"west branch, mi 48661",ELEC,MI,2.0
west bridgewater,ELEC,MA,2.0
west bronx,ELEC,NY,4.0
west burlington,ELEC,IA,5.0
west carollton,ELEC,OH,4.0
west chazy,ELEC,NY,4.0
west chester,ELEC,PA,59.0
west chester township,ELEC,OH,14.0
west chicago,ELEC,IL,3.0
west columbia,ELEC,SC,3.0
west covina,ELEC,CA,58.0
west deptford,ELEC,NJ,4.0
west des moines,ELEC,IA,21.0
west desmoines,ELEC,IA,2.0
west dover,ELEC,VT,2.0
west dundee,ELEC,IL,4.0
west fargo,ELEC,ND,13.0
west gardiner,ELEC,ME,6.0
west grapevine,ELEC,TX,2.0
west greenwich,ELEC,RI,2.0
west grove,ELEC,PA,1.0
west harrison,ELEC,NY,2.0
west hartford,ELEC,CT,31.0
west haven,ELEC,CT,20.0
west henrietta,ELEC,NY,19.0
west hills,ELEC,CA,18.0
west hollywood,ELEC,CA,165.0
west islip,ELEC,NY,4.0
west jefferson,ELEC,OH,5.0
west jordan,ELEC,UT,29.0
west lafayette,ELEC,IN,18.0
west lake hills,ELEC,TX,11.0
west lawn,ELEC,PA,2.0
west lebanon,ELEC,NH,20.0
west liberty,ELEC,OH,5.0
west linn,ELEC,OR,2.0
west long branch,ELEC,NJ,1.0
west melbourne,ELEC,FL,19.0
west memphis,ELEC,AR,4.0
west miami,ELEC,FL,2.0
west mifflin,ELEC,PA,6.0
west milwaukee,ELEC,WI,10.0
west monroe,ELEC,LA,7.0
west new york,ELEC,NJ,9.0
west newbury,ELEC,MA,8.0
west nyack,ELEC,NY,24.0
west orange,ELEC,NJ,34.0
west palm beach,ELEC,FL,247.0
west park,ELEC,NY,2.0
west plains,ELEC,MO,6.0
west point,ELEC,NE,6.0
west roxbury,ELEC,MA,2.0
west sacramento,ELEC,CA,42.0
west saint paul,ELEC,MN,2.0
west salem,ELEC,WI,1.0
west seattle,ELEC,WA,2.0
west simsbury,ELEC,CT,3.0
west springfield,ELEC,MA,41.0
west tisbury,ELEC,MA,9.0
west union,ELEC,IA,3.0
west unity,ELEC,OH,24.0
west valley,ELEC,NY,2.0
west valley city,ELEC,UT,65.0
west warwick,ELEC,RI,7.0
west wendover,ELEC,NV,10.0
west windsor township,ELEC,NJ,4.0
west winfield,ELEC,NY,2.0
west yarmouth,ELEC,MA,8.0
west yellowstone,ELEC,MT,14.0
westampton,ELEC,NJ,9.0
westborough,ELEC,MA,19.0
westbrook,ELEC,CT,22.0
westbury,ELEC,NY,15.0
westby,ELEC,WI,2.0
westchester,ELEC,PA,5.0
westcliffe,ELEC,CO,3.0
westerly,ELEC,RI,5.0
western springs,ELEC,IL,2.0
westernport,ELEC,MD,2.0
westerville,ELEC,OH,24.0
westfield,ELEC,NJ,50.0
westford,ELEC,MA,77.0
westhampton beach,ELEC,NY,14.0
westlake,ELEC,OH,15.0
westlake village,ELEC,CA,65.0
westland,ELEC,MI,2.0
westley,ELEC,CA,4.0
westminster,ELEC,SC,226.0
westmont,ELEC,IL,3.0
westmoreland,ELEC,TN,1.0
weston,ELEC,WV,50.0
westover,ELEC,WV,9.0
westport,ELEC,CT,63.0
westville,ELEC,NJ,2.0
westwood,ELEC,KS,65.0
westworth village,ELEC,TX,4.0
wethersfield,ELEC,CT,5.0
wetumpka,ELEC,AL,1.0
wexford,ELEC,PA,32.0
weymouth,ELEC,MA,42.0
wharton,ELEC,TX,30.0
whately,ELEC,MA,4.0
wheat ridge,ELEC,CO,29.0
wheatland,ELEC,WY,12.0
wheaton,ELEC,IL,16.0
wheaton-glenmont,ELEC,MD,4.0
wheeler,ELEC,MI,2.0
wheeling,ELEC,IL,15.0
whippany,ELEC,NJ,6.0
whisper valley,ELEC,TX,2.0
white,ELEC,GA,3.0
white bear lake,ELEC,MN,13.0
white hall,ELEC,PA,5.0
white hills,ELEC,AZ,2.0
white lake charter township,ELEC,MI,2.0
white marsh,ELEC,MD,20.0
white oak,ELEC,MD,10.0
white pine,ELEC,TN,4.0
white plains,ELEC,NY,151.0
white river jct,ELEC,VT,1.0
white river junction,ELEC,VT,6.0
white rock,ELEC,NM,2.0
white salmon,ELEC,WA,3.0
white settlement,ELEC,TX,2.0
white sulphur springs,ELEC,WV,17.0
white swan,ELEC,WA,1.0
whitefish,ELEC,MT,17.0
whitehall,ELEC,MI,12.0
whitesboro,ELEC,NY,3.0
whitestown,ELEC,IN,1.0
whiteville,ELEC,NC,2.0
whitewater,ELEC,WI,3.0
whiting,ELEC,IN,1.0
whitmore lake,ELEC,MI,2.0
whitsett,ELEC,NC,8.0
whittier,ELEC,CA,83.0
wichita,ELEC,KS,74.0
wichita falls,ELEC,TX,8.0
wickenburg,ELEC,AZ,9.0
wickliffe,ELEC,OH,4.0
wilburton,ELEC,OK,6.0
wilder,ELEC,KY,2.0
wildomar,ELEC,CA,14.0
wildwood,ELEC,FL,30.0
wildwood crest,ELEC,NJ,3.0
wilkes barre,ELEC,PA,4.0
wilkes-barre,ELEC,PA,24.0
wilkes-barre township,ELEC,PA,20.0
wilkesboro,ELEC,NC,10.0
willard,ELEC,OH,2.0
willcox,ELEC,AZ,8.0
williams,ELEC,CA,41.0
williams bay,ELEC,WI,4.0
williamsburg,ELEC,VA,89.0
williamson,ELEC,NY,2.0
williamsport,ELEC,PA,16.0
williamston,ELEC,SC,1.0
williamstown,ELEC,MA,55.0
williamsville,ELEC,NY,25.0
willimantic,ELEC,CT,24.0
willingboro,ELEC,NJ,4.0
williston,ELEC,VT,26.0
willits,ELEC,CA,16.0
willmar,ELEC,MN,9.0
willoughby,ELEC,OH,2.0
willow beach,ELEC,AZ,8.0
willow creek,ELEC,CA,3.0
willow grove,ELEC,PA,12.0
willow st,ELEC,PA,2.0
willow street,ELEC,PA,5.0
willowbrook,ELEC,IL,4.0
willows,ELEC,CA,8.0
wills point,ELEC,TX,2.0
willsboro,ELEC,NY,4.0
wilmette,ELEC,IL,38.0
wilmington,ELEC,CA,275.0
wilmore,ELEC,KY,2.0
wilson,ELEC,NC,23.0
wilsonville,ELEC,OR,30.0
wilton,ELEC,CT,16.0
wilton manor,ELEC,FL,1.0
wilton manors,ELEC,FL,7.0
wimberley,ELEC,TX,5.0
wimington,ELEC,CA,4.0
winchendon,ELEC,MA,6.0
winchester,ELEC,VA,82.0
wind gap,ELEC,PA,2.0
windermere,ELEC,FL,2.0
windham,ELEC,CT,35.0
windsor,ELEC,CT,64.0
windsor locks,ELEC,CT,27.0
windsor mill,ELEC,MD,10.0
wingdale,ELEC,NY,2.0
winnemucca,ELEC,NV,16.0
winner,ELEC,SD,1.0
winnetka,ELEC,CA,10.0
winona,ELEC,MS,21.0
winslow,ELEC,AZ,12.0
winslow township,ELEC,NJ,2.0
winston salem,ELEC,NC,2.0
winston-salem,ELEC,NC,65.0
winter garden,ELEC,FL,15.0
winter harbor,ELEC,ME,3.0
winter haven,ELEC,FL,15.0
winter park,ELEC,CO,72.0
winter springs,ELEC,FL,8.0
winters,ELEC,CA,10.0
winterset,ELEC,IA,2.0
winterville,ELEC,NC,2.0
winthrop,ELEC,WA,6.0
wiscasset,ELEC,ME,2.0
wisconsin dells,ELEC,WI,20.0
wisconsin rapids,ELEC,WI,1.0
wixom,ELEC,MI,13.0
woburn,ELEC,MA,48.0
wolcott,ELEC,NY,4.0
wolf creek,ELEC,OR,2.0
wolfeboro,ELEC,NH,5.0
wood dale,ELEC,IL,2.0
wood river,ELEC,IL,2.0
wood village,ELEC,OR,1.0
wood-ridge,ELEC,NJ,6.0
woodbourne,ELEC,NY,2.0
woodbridge,ELEC,VA,108.0
woodbridge township,ELEC,NJ,38.0
woodburn,ELEC,OR,26.0
woodbury,ELEC,NJ,19.0
woodcliff lake,ELEC,NJ,31.0
woodford,ELEC,VA,3.0
woodhaven,ELEC,MI,4.0
woodinville,ELEC,WA,42.0
woodland,ELEC,CA,78.0
woodland hills,ELEC,CA,27.0
woodland park,ELEC,CO,7.0
woodlawn,ELEC,MD,13.0
woodmere,ELEC,OH,2.0
woodridge,ELEC,IL,17.0
woods cross,ELEC,UT,12.0
woods hole,ELEC,MA,1.0
woodside,ELEC,CA,12.0
woodstock,ELEC,NH,79.0
woodstown,ELEC,NJ,2.0
woodward,ELEC,OK,20.0
woodway,ELEC,TX,2.0
woolwich township,ELEC,NJ,2.0
woonsocket,ELEC,RI,12.0
wooster,ELEC,OH,18.0
worcester,ELEC,MA,257.0
worthington,ELEC,OH,19.0
wrentham,ELEC,MA,8.0
wrightstown,ELEC,WI,1.0
wrightsville beach,ELEC,NC,1.0
wrightwood,ELEC,CA,1.0
wye mills,ELEC,MD,5.0
wylie,ELEC,TX,3.0
wynantskill,ELEC,NY,7.0
wynantskills,ELEC,NY,1.0
wyncote,ELEC,PA,6.0
wyndmoor,ELEC,PA,2.0
wynne,ELEC,AR,1.0
wynnewood,ELEC,PA,7.0
wyoming,ELEC,MI,18.0
wyomissing,ELEC,PA,4.0
wytheville,ELEC,VA,18.0
xenia,ELEC,OH,5.0
yachats,ELEC,OR,10.0
yadkinville,ELEC,NC,4.0
yakima,ELEC,WA,49.0
yamhill,ELEC,OR,4.0
yampa,ELEC,CO,3.0
yankton,ELEC,SD,1.0
yantic,ELEC,CT,1.0
yaphank,ELEC,NY,5.0
yardley,ELEC,PA,2.0
yarmouth,ELEC,ME,14.0
yazoo city,ELEC,MS,3.0
yellow springs,ELEC,OH,4.0
yelm,ELEC,WA,2.0
yemassee,ELEC,SC,8.0
yerington,ELEC,NV,10.0
yermo,ELEC,CA,67.0
yonkers,ELEC,NY,83.0
"yonkers,",ELEC,NY,4.0
yorba linda,ELEC,CA,51.0
york,ELEC,PA,62.0
york harbor,ELEC,ME,2.0
yorktown,ELEC,VA,22.0
yorktown heights,ELEC,NY,25.0
yorkville,ELEC,NY,19.0
yosemite national park,ELEC,CA,10.0
yosemite valley,ELEC,CA,2.0
young harris,ELEC,GA,5.0
youngstown,ELEC,OH,16.0
yountville,ELEC,CA,20.0
ypsilanti,ELEC,MI,22.0
yreka,ELEC,CA,22.0
yuba city,ELEC,CA,25.0
yucaipa,ELEC,CA,5.0
yucca valley,ELEC,CA,22.0
yukon,ELEC,OK,22.0
yulan,ELEC,NY,4.0
yulee,ELEC,FL,24.0
yuma,ELEC,AZ,45.0
zachary,ELEC,LA,3.0
zanesville,ELEC,OH,6.0
zebulon,ELEC,GA,4.0
zeeland,ELEC,MI,31.0
zelienople,ELEC,PA,4.0
zephyr cove,ELEC,NV,7.0
zephyrhills,ELEC,FL,5.0
zieglerville,ELEC,PA,2.0
zillah,ELEC,WA,4.0
zion crossroads,ELEC,VA,4.0
zionsville,ELEC,IN,14.0
