City,Fuel Type Code,State,EV Total Port Count (Beta)
elizabethton,ELEC,TN,4.0
elizabethtown,ELEC,KY,36.0
elk,ELEC,CA,3.0
elk city,ELEC,OK,11.0
elk grove,ELEC,CA,172.0
elk grove village,ELEC,IL,23.0
elk horn,ELEC,IA,2.0
elk rapids,ELEC,MI,7.0
elk river,ELEC,MN,6.0
elkader,ELEC,IA,2.0
elkhart,ELEC,IN,26.0
elkhart lake,ELEC,WI,1.0
elkhorn,ELEC,WI,2.0
elkin,ELEC,NC,12.0
elkins,ELEC,WV,1.0
elkins park,ELEC,PA,5.0
elko,ELEC,NV,17.0
elkridge,ELEC,MD,34.0
elkton,ELEC,OR,50.0
ellensburg,ELEC,WA,31.0
ellenton,ELEC,FL,20.0
ellenville,ELEC,NY,2.0
ellenwood,ELEC,GA,11.0
ellerbe,ELEC,NC,2.0
ellicott city,ELEC,MD,45.0
ellicottville,ELEC,NY,8.0
ellington,ELEC,CT,8.0
elliott city,ELEC,MD,4.0
ellison bay,ELEC,WI,1.0
ellisville,ELEC,MO,4.0
ellsworth,ELEC,ME,15.0
elma,ELEC,NY,4.0
elmendorf,ELEC,TX,6.0
elmer,ELEC,NJ,2.0
elmhurst,ELEC,IL,22.0
elmira,ELEC,NY,16.0
elmore,ELEC,OH,2.0
elmsford,ELEC,NY,4.0
elmwood park,ELEC,IL,2.0
elon,ELEC,NC,2.0
eloy,ELEC,AZ,28.0
elverson,ELEC,PA,11.0
elwood,ELEC,NJ,8.0
ely,ELEC,MN,6.0
elyria,ELEC,OH,3.0
emerald isle,ELEC,NC,2.0
emeryville,ELEC,CA,82.0
emlenton,ELEC,PA,2.0
emmetsburg,ELEC,IA,2.0
emmitsburg,ELEC,MD,4.0
empire,ELEC,MI,3.0
emporia,ELEC,KS,20.0
encinal,ELEC,TX,4.0
encinitas,ELEC,CA,31.0
encino,ELEC,CA,15.0
endicott,ELEC,NY,11.0
enfield,ELEC,CT,9.0
englewood,ELEC,FL,66.0
enid,ELEC,OK,13.0
ennis,ELEC,TX,32.0
enola,ELEC,PA,8.0
enon,ELEC,OH,2.0
enosburg falls,ELEC,VT,2.0
enterprise,ELEC,AL,8.0
entiat,ELEC,WA,8.0
enumclaw,ELEC,WA,10.0
ephraim,ELEC,WI,8.0
ephrata,ELEC,PA,32.0
erick,ELEC,OK,4.0
erie,ELEC,PA,95.0
erlanger,ELEC,KY,12.0
erving,ELEC,MA,9.0
erwin,ELEC,TN,2.0
escalante,ELEC,UT,7.0
escalon,ELEC,CA,2.0
escanaba,ELEC,MI,13.0
escondido,ELEC,CA,82.0
esparto,ELEC,CA,7.0
essex,ELEC,VT,30.0
essex fenner,ELEC,CA,4.0
essex junction,ELEC,VT,2.0
estacada,ELEC,OR,8.0
estero,ELEC,FL,41.0
estes park,ELEC,CO,45.0
estherville,ELEC,IA,2.0
estill,ELEC,SC,2.0
etlan,ELEC,VA,2.0
etowah,ELEC,TN,1.0
euclid,ELEC,OH,4.0
eufaula,ELEC,AL,4.0
eugene,ELEC,OR,139.0
euless,ELEC,TX,24.0
eunice,ELEC,LA,2.0
eure,ELEC,NC,1.0
eureka,ELEC,CA,50.0
eureka springs,ELEC,AR,13.0
eustis,ELEC,FL,6.0
evans,ELEC,GA,3.0
evanston,ELEC,IL,70.0
evansville,ELEC,IN,40.0
evart,ELEC,MI,2.0
everett,ELEC,WA,112.0
evergreen,ELEC,CO,22.0
evergreen park,ELEC,IL,14.0
everman,ELEC,TX,3.0
everson,ELEC,WA,1.0
evesham,ELEC,NJ,2.0
ewa beach,ELEC,HI,15.0
ewen,ELEC,MI,1.0
ewing,ELEC,NJ,9.0
ewing township,ELEC,NJ,22.0
excelsior,ELEC,MN,3.0
excelsior springs,ELEC,MO,2.0
exeter,ELEC,NH,15.0
exmore,ELEC,VA,4.0
exton,ELEC,PA,26.0
fair haven,ELEC,NY,2.0
fair lawn,ELEC,NJ,2.0
fair oaks,ELEC,CA,21.0
fair play,ELEC,SC,16.0
fairbanks,ELEC,AK,2.0
fairbon,ELEC,OH,1.0
fairborn,ELEC,OH,15.0
fairburn,ELEC,GA,10.0
fairdale,ELEC,KY,2.0
fairfax,ELEC,VA,153.0
fairfield,ELEC,CA,357.0
fairhope,ELEC,AL,10.0
fairlawn,ELEC,OH,1.0
fairlee,ELEC,VT,2.0
fairless hills,ELEC,PA,2.0
fairmont,ELEC,WV,12.0
fairmount,ELEC,IN,4.0
fairplay,ELEC,CO,2.0
fairport,ELEC,NY,30.0
fairview,ELEC,TX,3.0
fairview heights,ELEC,IL,4.0
fajardo,ELEC,PR,5.0
falcon heights,ELEC,MN,2.0
falconer,ELEC,NY,2.0
fall city,ELEC,WA,1.0
fall creek,ELEC,WI,2.0
fall river,ELEC,MA,72.0
fallbrook,ELEC,CA,32.0
fallon,ELEC,NV,24.0
falls church,ELEC,VA,79.0
falls city,ELEC,OR,2.0
falls creek,ELEC,PA,8.0
fallston,ELEC,MD,10.0
falmouth,ELEC,ME,34.0
fanwood,ELEC,NJ,1.0
fargo,ELEC,ND,36.0
faribault,ELEC,MN,10.0
farina,ELEC,IL,1.0
farmers branch,ELEC,TX,32.0
farmersville,ELEC,CA,8.0
farmingdale,ELEC,NY,22.0
farmington,ELEC,CT,96.0
farmington hills,ELEC,MI,42.0
farmingville,ELEC,NY,12.0
farmville,ELEC,VA,14.0
fate,ELEC,TX,1.0
fayeteville,ELEC,AR,1.0
fayette,ELEC,AL,1.0
fayetteville,ELEC,NC,170.0
fayston,ELEC,VT,9.0
fe warren afb,ELEC,WY,3.0
feasterville,ELEC,PA,2.0
feasterville-trevose,ELEC,PA,5.0
federal heights,ELEC,CO,1.0
federal way,ELEC,WA,34.0
federalsburg,ELEC,MD,5.0
feeding hills,ELEC,MA,2.0
felton,ELEC,CA,5.0
fennimore,ELEC,WI,2.0
fennville,ELEC,MI,6.0
fenton,ELEC,MO,26.0
fenwick island,ELEC,DE,2.0
fergus falls,ELEC,MN,16.0
fernan lake village,ELEC,ID,4.0
fernandina,ELEC,FL,8.0
fernandina beach,ELEC,FL,19.0
ferndale,ELEC,MI,25.0
fernley,ELEC,NV,16.0
ferron,ELEC,UT,2.0
festus,ELEC,MO,7.0
fife,ELEC,WA,4.0
fife lake,ELEC,MI,2.0
fillmore,ELEC,CA,14.0
fincastle,ELEC,VA,4.0
findlay,ELEC,OH,21.0
finksburg,ELEC,MD,5.0
firebaugh,ELEC,CA,66.0
firestone,ELEC,CO,2.0
fish camp,ELEC,CA,11.0
fish creek,ELEC,WI,4.0
fishers,ELEC,IN,32.0
fishkill,ELEC,NY,25.0
fitchburg,ELEC,WI,42.0
flagler,ELEC,CO,4.0
flagler beach,ELEC,FL,1.0
flagstaff,ELEC,AZ,157.0
flanders,ELEC,NJ,6.0
flat rock,ELEC,NC,10.0
flatonia,ELEC,TX,12.0
fleischmanns,ELEC,NY,2.0
fleming island,ELEC,FL,5.0
flemington,ELEC,NJ,24.0
fletcher,ELEC,NC,10.0
flinstone,ELEC,MD,2.0
flint,ELEC,MI,17.0
flint township,ELEC,MI,2.0
flintstone,ELEC,MD,3.0
floodwood,ELEC,MN,2.0
florence,ELEC,AL,139.0
floresville,ELEC,TX,4.0
florham park,ELEC,NJ,14.0
florida city,ELEC,FL,16.0
florissant,ELEC,MO,4.0
flossmoor,ELEC,IL,8.0
flower mound,ELEC,TX,3.0
flowery branch,ELEC,GA,12.0
floyd,ELEC,VA,3.0
floydada,ELEC,TX,2.0
flushing,ELEC,NY,44.0
fogelsville,ELEC,PA,1.0
folcroft,ELEC,PA,4.0
foley,ELEC,AL,13.0
folsom,ELEC,CA,131.0
fond du lac,ELEC,WI,33.0
fontana,ELEC,CA,78.0
fontana-on-geneva lake,ELEC,WI,1.0
foothil ranch,ELEC,CA,4.0
foothill ranch,ELEC,CA,4.0
forest,ELEC,VA,4.0
forest city,ELEC,NC,7.0
forest grove,ELEC,OR,14.0
forest heights,ELEC,MD,5.0
forest hill,ELEC,MD,1.0
forest hills,ELEC,NY,22.0
forest lake,ELEC,MN,3.0
forest park,ELEC,IL,10.0
forestburgh,ELEC,NY,5.0
forestville,ELEC,CA,4.0
forked river,ELEC,NJ,4.0
forks,ELEC,WA,20.0
forney,ELEC,TX,5.0
forrest city,ELEC,AR,11.0
forsyth,ELEC,GA,9.0
fort atkinson,ELEC,WI,1.0
fort belvoir,ELEC,VA,6.0
fort bragg,ELEC,CA,30.0
fort cavazos,ELEC,TX,4.0
fort collins,ELEC,CO,186.0
fort davis,ELEC,TX,3.0
fort dodge,ELEC,IA,5.0
fort edward,ELEC,NY,4.0
fort gibson,ELEC,OK,1.0
fort hood,ELEC,TX,12.0
fort irwin,ELEC,CA,64.0
fort kent,ELEC,ME,4.0
fort klamath,ELEC,OR,3.0
fort knox,ELEC,KY,12.0
fort lauderdale,ELEC,FL,287.0
fort lawn,ELEC,SC,2.0
fort leavenworth,ELEC,KS,1.0
fort lee,ELEC,VA,33.0
fort lewis,ELEC,WA,1.0
fort loudon,ELEC,PA,2.0
fort lupton,ELEC,CO,6.0
fort madison,ELEC,IA,10.0
fort meade,ELEC,MD,15.0
fort meyers,ELEC,FL,20.0
fort mill,ELEC,SC,29.0
fort mitchell,ELEC,KY,5.0
fort montgomery,ELEC,NY,4.0
fort moore,ELEC,GA,98.0
fort morgan,ELEC,CO,4.0
fort myers,ELEC,FL,156.0
fort myers beach,ELEC,FL,14.0
fort payne,ELEC,AL,2.0
fort pierce,ELEC,FL,41.0
fort plain,ELEC,NY,2.0
fort rucker,ELEC,AL,2.0
fort scott,ELEC,KS,13.0
fort smith,ELEC,AR,3.0
fort stewart,ELEC,GA,31.0
fort stockton,ELEC,TX,12.0
fort valley,ELEC,GA,16.0
fort walton beach,ELEC,FL,31.0
fort washington,ELEC,PA,33.0
fort wayne,ELEC,IN,133.0
fort worth,ELEC,TX,375.0
fortuna,ELEC,CA,23.0
fossil,ELEC,OR,2.0
foster,ELEC,OR,1.0
foster city,ELEC,CA,39.0
fostoria,ELEC,OH,3.0
fountain,ELEC,CO,7.0
fountain hills,ELEC,AZ,8.0
fountain inn,ELEC,SC,2.0
fountain valley,ELEC,CA,66.0
four corners,ELEC,FL,2.0
fowler,ELEC,CA,9.0
fox lake,ELEC,IL,2.0
foxborough,ELEC,MA,12.0
foxfield,ELEC,CO,1.0
frackville,ELEC,PA,3.0
framingham,ELEC,MA,72.0
franconia,ELEC,VA,4.0
frankenmuth,ELEC,MI,6.0
frankfort,ELEC,KY,32.0
franklin,ELEC,TN,130.0
franklin lakes,ELEC,NJ,8.0
franklin park,ELEC,PA,23.0
franklin square,ELEC,NY,2.0
franklin township,ELEC,NJ,10.0
frankston,ELEC,TX,1.0
franksville,ELEC,WI,4.0
franktown,ELEC,CO,2.0
fraser,ELEC,CO,3.0
frazer,ELEC,PA,2.0
frederic,ELEC,WI,1.0
frederick,ELEC,MD,103.0
fredericksburg,ELEC,VA,71.0
fredericktown,ELEC,OH,3.0
fredonia,ELEC,NY,23.0
fredrick,ELEC,OK,4.0
freehold,ELEC,NJ,23.0
freehold township,ELEC,NJ,8.0
freeland,ELEC,WA,5.0
freeport,ELEC,NY,23.0
freetown,ELEC,MA,10.0
fremont,ELEC,CA,392.0
french camp,ELEC,CA,1.0
french lick,ELEC,IN,3.0
fresno,ELEC,CA,608.0
friant,ELEC,CA,2.0
friday harbor,ELEC,WA,12.0
fridley,ELEC,MN,4.0
friendsville,ELEC,TN,6.0
friendswood,ELEC,TX,16.0
frisco,ELEC,TX,178.0
front royal,ELEC,VA,17.0
frontenac,ELEC,MO,1.0
frostburg,ELEC,MD,7.0
fruita,ELEC,CO,4.0
fryeburg,ELEC,ME,3.0
ft lauderdale,ELEC,FL,16.0
ft worth,ELEC,TX,4.0
ft. lauderdale,ELEC,FL,3.0
fullerton,ELEC,CA,209.0
fulshear,ELEC,TX,18.0
fulton,ELEC,MD,33.0
fultonville,ELEC,NY,2.0
fuquay varina,ELEC,NC,5.0
furlong,ELEC,PA,2.0
furnace creek,ELEC,CA,4.0
gadsden,ELEC,AL,12.0
gahanna,ELEC,OH,36.0
gainesville,ELEC,GA,143.0
"gainesville,",ELEC,FL,1.0
gaithersburg,ELEC,MD,110.0
galena,ELEC,IL,19.0
galesburg,ELEC,IL,5.0
galestown,ELEC,MD,2.0
gallatin,ELEC,TN,9.0
gallipolis,ELEC,OH,2.0
galloway,ELEC,NJ,9.0
gallup,ELEC,NM,12.0
galt,ELEC,CA,10.0
galveston,ELEC,TX,45.0
galway,ELEC,NY,4.0
gambier,ELEC,OH,17.0
gambrills,ELEC,MD,7.0
ganado,ELEC,TX,3.0
gansevoort,ELEC,NY,14.0
garberville,ELEC,CA,8.0
garden city,ELEC,GA,75.0
garden grove,ELEC,CA,28.0
gardena,ELEC,CA,32.0
gardendale,ELEC,AL,8.0
gardiner,ELEC,MT,15.0
gardner,ELEC,KS,8.0
gardnerville,ELEC,NV,12.0
garfield heights,ELEC,OH,1.0
garland,ELEC,TX,52.0
garner,ELEC,NC,17.0
garnerville,ELEC,NY,16.0
garrett,ELEC,IN,2.0
garrettsville,ELEC,OH,3.0
garrison,ELEC,NY,5.0
garwood,ELEC,NJ,8.0
gary,ELEC,IN,3.0
gas city,ELEC,IN,2.0
gaston,ELEC,OR,2.0
gastonia,ELEC,NC,43.0
gatesville,ELEC,TX,3.0
gateway,ELEC,CO,2.0
gatlinburg,ELEC,TN,11.0
gaviota,ELEC,CA,1.0
gaylord,ELEC,MI,22.0
geismar,ELEC,LA,4.0
geneseo,ELEC,IL,18.0
geneva,ELEC,IL,44.0
genoa,ELEC,OH,25.0
george west,ELEC,TX,2.0
georgetown,ELEC,DE,77.0
georgetown township,ELEC,MI,4.0
germantown,ELEC,MD,60.0
gettysburg,ELEC,PA,22.0
geyserville,ELEC,CA,24.0
ghent,ELEC,NY,6.0
giddings,ELEC,TX,8.0
gig harbor,ELEC,WA,15.0
gila bend,ELEC,AZ,22.0
gilbert,ELEC,AZ,90.0
gill,ELEC,MA,2.0
gillette,ELEC,WY,8.0
gilman,ELEC,IL,8.0
gilroy,ELEC,CA,85.0
girard,ELEC,OH,12.0
girdwood,ELEC,AK,2.0
gladstone,ELEC,OR,33.0
gladwin,ELEC,MI,1.0
glasgow,ELEC,KY,4.0
glassboro,ELEC,NJ,17.0
glastonbury,ELEC,CT,11.0
glen,ELEC,NH,2.0
glen allen,ELEC,VA,45.0
glen arbor,ELEC,MI,2.0
glen burnie,ELEC,MD,59.0
glen cove,ELEC,NY,3.0
glen ellen,ELEC,CA,7.0
glen ellyn,ELEC,IL,20.0
glen head,ELEC,NY,2.0
glen mills,ELEC,PA,12.0
glen ridge,ELEC,NJ,2.0
glen rock,ELEC,NJ,4.0
glencoe,ELEC,IL,4.0
glendale,ELEC,CA,455.0
glendale heights,ELEC,IL,4.0
glendive,ELEC,MT,10.0
glendora,ELEC,CA,22.0
gleneden beach,ELEC,OR,8.0
glenmont,ELEC,NY,8.0
glenn heights,ELEC,TX,1.0
glens falls,ELEC,NY,44.0
glenview,ELEC,IL,26.0
glenville,ELEC,NY,27.0
glenwood,ELEC,NY,2.0
glenwood springs,ELEC,CO,61.0
glide,ELEC,OR,1.0
globe,ELEC,AZ,11.0
gloucester,ELEC,MA,25.0
gloucester township,ELEC,NJ,8.0
gloversville,ELEC,NY,4.0
glynco,ELEC,GA,21.0
godfrey,ELEC,IL,6.0
golden,ELEC,CO,191.0
golden valley,ELEC,MN,40.0
goldendale,ELEC,WA,2.0
goldens bridge,ELEC,NY,6.0
goldsboro,ELEC,NC,24.0
goldsby,ELEC,OK,4.0
goldston,ELEC,NC,2.0
goldthwaite,ELEC,TX,1.0
goleta,ELEC,CA,40.0
gonzales,ELEC,LA,27.0
goochland,ELEC,VA,2.0
goodland,ELEC,KS,10.0
goodlettsville,ELEC,TN,4.0
goodwell,ELEC,OK,1.0
goodyear,ELEC,AZ,49.0
goose creek,ELEC,SC,4.0
gorham,ELEC,NH,17.0
goshen,ELEC,NY,28.0
gothenburg,ELEC,NE,8.0
gouldsboro,ELEC,ME,1.0
government camp,ELEC,OR,8.0
gowanda,ELEC,NY,2.0
graeagle,ELEC,CA,4.0
grafton,ELEC,WV,16.0
graham,ELEC,NC,5.0
grain valley,ELEC,MO,6.0
granada hills,ELEC,CA,24.0
granbury,ELEC,TX,6.0
granby,ELEC,CT,6.0
grand blanc,ELEC,MI,17.0
grand canyon,ELEC,AZ,9.0
grand canyon village,ELEC,AZ,49.0
grand forks,ELEC,ND,29.0
grand haven,ELEC,MI,4.0
grand island,ELEC,NE,64.0
grand junction,ELEC,CO,82.0
grand lake,ELEC,CO,4.0
grand marais,ELEC,MN,5.0
grand prairie,ELEC,TX,38.0
grand priaie,ELEC,TX,2.0
grand rapids,ELEC,MI,123.0
grand rivers,ELEC,KY,4.0
grand ronde,ELEC,OR,2.0
grand terrace,ELEC,CA,4.0
grandview,ELEC,MO,18.0
grandview heights,ELEC,OH,10.0
grandville,ELEC,MI,26.0
grangeville,ELEC,ID,3.0
granite bay,ELEC,CA,7.0
granite city,ELEC,IL,10.0
granite falls,ELEC,NC,5.0
grantham,ELEC,NH,1.0
grants,ELEC,NM,4.0
grants pass,ELEC,OR,22.0
grantsville,ELEC,MD,16.0
granville,ELEC,TN,12.0
grapevine,ELEC,TX,51.0
grasonville,ELEC,MD,27.0
grass valley,ELEC,CA,38.0
grauger,ELEC,IN,12.0
grawn,ELEC,MI,2.0
gray,ELEC,GA,7.0
grayland,ELEC,WA,2.0
grayling,ELEC,MI,11.0
grayslake,ELEC,IL,13.0
grayson,ELEC,GA,1.0
great barrington,ELEC,MA,18.0
great bend,ELEC,KS,2.0
great falls,ELEC,MT,21.0
great lakes,ELEC,IL,103.0
great mills,ELEC,MD,2.0
great neck,ELEC,NY,14.0
greece,ELEC,NY,10.0
greeley,ELEC,CO,33.0
green bay,ELEC,WI,20.0
green island,ELEC,NY,8.0
green lake,ELEC,WI,2.0
green ridge,ELEC,MO,2.0
green river,ELEC,UT,12.0
green valley,ELEC,AZ,20.0
greenacres,ELEC,FL,12.0
greenbelt,ELEC,MD,18.0
greenbrae,ELEC,CA,14.0
greencastle,ELEC,IN,4.0
greeneville,ELEC,TN,6.0
greenfield,ELEC,WI,78.0
greenough,ELEC,MT,2.0
greenpoint,ELEC,NY,12.0
greenport,ELEC,NY,2.0
greens grant,ELEC,NH,3.0
greensboro,ELEC,NC,128.0
greensburg,ELEC,PA,31.0
greenvale,ELEC,NY,2.0
greenville,ELEC,SC,229.0
greenwhich,ELEC,CT,3.0
greenwich,ELEC,CT,70.0
greenwood,ELEC,MS,27.0
greenwood village,ELEC,CO,67.0
greer,ELEC,SC,53.0
greham,ELEC,OR,4.0
grenada,ELEC,MS,10.0
gresham,ELEC,OR,21.0
gretna,ELEC,NE,5.0
griffin,ELEC,GA,6.0
griffith,ELEC,IN,4.0
grimes,ELEC,IA,11.0
grinnell,ELEC,IA,8.0
groesbeck,ELEC,TX,2.0
grosse pointe farms,ELEC,MI,4.0
groton,ELEC,CT,95.0
grove city,ELEC,OH,44.0
groveland,ELEC,CA,23.0
groveport,ELEC,OH,11.0
grover beach,ELEC,CA,3.0
grovetown,ELEC,GA,6.0
guadalupe,ELEC,CA,2.0
guaynabo,ELEC,FL,9.0
guerneville,ELEC,CA,7.0
guilderland,ELEC,NY,52.0
guilford,ELEC,CT,12.0
guin,ELEC,AL,12.0
gulf breeze,ELEC,FL,13.0
gulf shores,ELEC,AL,7.0
gulfport,ELEC,MS,128.0
gunnison,ELEC,CO,12.0
guntersville,ELEC,AL,2.0
gurnee,ELEC,IL,2.0
gustine,ELEC,CA,27.0
guttenberg,ELEC,NJ,8.0
guymon,ELEC,OK,8.0
gwynedd,ELEC,PA,4.0
gypsum,ELEC,CO,10.0
hacienda heights,ELEC,CA,6.0
hackensack,ELEC,NJ,74.0
haddon township,ELEC,NJ,2.0
hadley,ELEC,MA,36.0
hagerstown,ELEC,MD,69.0
hagertown,ELEC,MD,4.0
hahira,ELEC,GA,2.0
haiku,ELEC,HI,4.0
haiku-pauwela,ELEC,HI,2.0
hailey,ELEC,ID,9.0
haines city,ELEC,FL,2.0
hainesport,ELEC,NJ,1.0
halawa,ELEC,HI,4.0
hale,ELEC,MI,2.0
haleiwa,ELEC,HI,2.0
hales corners,ELEC,WI,2.0
halethorpe,ELEC,MD,2.0
haleyville,ELEC,AL,1.0
half moon bay,ELEC,CA,23.0
halfmoon,ELEC,NY,2.0
halifax,ELEC,PA,29.0
hallandale,ELEC,FL,2.0
hallandale beach,ELEC,FL,43.0
hallock,ELEC,MN,1.0
hallowell,ELEC,ME,8.0
halsey,ELEC,OR,4.0
haltom city,ELEC,TX,14.0
hamburg,ELEC,NY,22.0
hamden,ELEC,CT,21.0
hamer,ELEC,SC,2.0
hamilton,ELEC,OH,52.0
hamilton square,ELEC,NJ,1.0
hamilton township,ELEC,NJ,45.0
hamlin,ELEC,NY,1.0
hammond,ELEC,LA,11.0
hammondsport,ELEC,NY,2.0
hammonton,ELEC,NJ,10.0
hampstead,ELEC,MD,16.0
hampton,ELEC,VA,62.0
hampton bays,ELEC,NY,2.0
hamptonburgh,ELEC,NY,2.0
hamptonville,ELEC,NC,2.0
hancock,ELEC,MA,31.0
hanford,ELEC,CA,47.0
hannacroix,ELEC,NY,4.0
hannibal,ELEC,MO,8.0
hanover,ELEC,MD,140.0
hanover park,ELEC,IL,6.0
hanscom afb,ELEC,MA,4.0
hanson,ELEC,MA,5.0
hapeville,ELEC,GA,34.0
happy valley,ELEC,OR,32.0
harbor city,ELEC,CA,10.0
harbor springs,ELEC,MI,4.0
hardeeville,ELEC,SC,9.0
hardwick,ELEC,VT,11.0
harker heights,ELEC,TX,6.0
harlan,ELEC,KY,2.0
harleysville,ELEC,PA,2.0
harlingen,ELEC,TX,17.0
harmans,ELEC,MD,4.0
harmony,ELEC,PA,11.0
harpers ferry,ELEC,WV,6.0
harpswell,ELEC,ME,1.0
harriman,ELEC,NY,4.0
harris,ELEC,NY,2.0
harrisburg,ELEC,PA,63.0
harrison,ELEC,NJ,21.0
harrisonburg,ELEC,VA,54.0
harrisonville,ELEC,MO,6.0
harrisville,ELEC,MI,4.0
harrodsburg,ELEC,KY,2.0
hart,ELEC,MI,6.0
hart's location,ELEC,NH,2.0
hartford,ELEC,CT,196.0
hartle ct,ELEC,CA,3.0
hartsdale,ELEC,NY,9.0
hartselle,ELEC,AL,2.0
hartsville,ELEC,SC,5.0
harvard,ELEC,MA,3.0
harvey,ELEC,LA,4.0
harwich,ELEC,MA,15.0
harwinton,ELEC,CT,2.0
harwood,ELEC,MD,4.0
hasbrouck heights,ELEC,NJ,6.0
haslet,ELEC,TX,4.0
hastings,ELEC,FL,24.0
hastings-on-hudson,ELEC,NY,2.0
hasty,ELEC,CO,2.0
hatfield,ELEC,MO,2.0
hathorne,ELEC,MA,2.0
hatteras,ELEC,NC,2.0
hattiesburg,ELEC,MS,32.0
haubstadt,ELEC,IN,8.0
hauppauge,ELEC,NY,14.0
haverford,ELEC,PA,6.0
haverhill,ELEC,MA,40.0
haverstraw,ELEC,NY,2.0
havre de grace,ELEC,MD,13.0
haw river,ELEC,NC,4.0
hawaiian gardens,ELEC,CA,5.0
hawley,ELEC,PA,9.0
hawthorne,ELEC,NV,81.0
hay springs,ELEC,NE,2.0
haymarket,ELEC,VA,12.0
hays,ELEC,KS,13.0
hayti,ELEC,MO,4.0
hayward,ELEC,CA,234.0
hazel crest,ELEC,IL,4.0
hazelton,ELEC,PA,1.0
hazelwood,ELEC,MO,5.0
hazlet,ELEC,NJ,2.0
headland,ELEC,AL,2.0
healdsburg,ELEC,CA,84.0
healy,ELEC,AK,2.0
heath,ELEC,OH,9.0
heber city,ELEC,UT,18.0
heber springs,ELEC,AR,18.0
hebron,ELEC,CT,41.0
heflin,ELEC,AL,1.0
helen,ELEC,GA,6.0
helena,ELEC,MT,23.0
helena-west helena,ELEC,AR,2.0
hellertown,ELEC,PA,2.0
hemet,ELEC,CA,10.0
hemlock,ELEC,MI,1.0
hempstead,ELEC,NY,15.0
henderson,ELEC,NV,183.0
hendersonville,ELEC,NC,19.0
henrico,ELEC,VA,5.0
henrietta,ELEC,NY,23.0
henryetta,ELEC,OK,12.0
hephzibah,ELEC,GA,2.0
heppner,ELEC,OR,2.0
herculaneum,ELEC,MO,4.0
hercules,ELEC,CA,4.0
herkimer,ELEC,NY,12.0
hermantown,ELEC,MN,1.0
hermiston,ELEC,OR,16.0
hermitage,ELEC,PA,13.0
hermosa beach,ELEC,CA,43.0
hernandez,ELEC,NM,2.0
hernando,ELEC,MS,9.0
herndon,ELEC,VA,122.0
herod,ELEC,IL,2.0
herriman,ELEC,UT,10.0
hershey,ELEC,PA,23.0
hertford,ELEC,NC,3.0
hesperia,ELEC,CA,48.0
hesperus,ELEC,CO,2.0
heyburn,ELEC,ID,4.0
hialeah,ELEC,FL,40.0
hialeah gardens,ELEC,FL,2.0
hiawassee,ELEC,GA,1.0
hiawatha,ELEC,IA,9.0
hickory,ELEC,NC,29.0
hicksville,ELEC,NY,27.0
hico,ELEC,TX,4.0
hidden hills,ELEC,CA,2.0
high point,ELEC,NC,14.0
high springs,ELEC,FL,1.0
highgate,ELEC,VT,2.0
highland,ELEC,MI,118.0
highland beach,ELEC,FL,7.0
highland falls,ELEC,NY,2.0
highland heights,ELEC,KY,10.0
highland park,ELEC,IL,29.0
highland village,ELEC,TX,5.0
highlands,ELEC,NC,16.0
highlands ranch,ELEC,CO,55.0
hilbert,ELEC,WI,2.0
hill afb,ELEC,UT,7.0
hilliard,ELEC,OH,38.0
hillman,ELEC,MI,2.0
hillsboro,ELEC,OR,168.0
hillsborough,ELEC,NC,45.0
hillsborough township,ELEC,NJ,6.0
hillsburough,ELEC,NJ,6.0
hillsdale,ELEC,NY,7.0
hillside,ELEC,NJ,6.0
hilo,ELEC,HI,30.0
hilton,ELEC,NY,6.0
hilton head island,ELEC,SC,52.0
hinckley,ELEC,MN,10.0
hines,ELEC,OR,8.0
hinesburg,ELEC,VT,5.0
hinesville,ELEC,GA,7.0
hingham,ELEC,MA,17.0
hinsdale,ELEC,IL,1.0
hinton,ELEC,WV,3.0
hiram,ELEC,GA,6.0
hixson,ELEC,TN,12.0
hobart,ELEC,IN,6.0
hobbs,ELEC,NM,4.0
hobe sound,ELEC,FL,7.0
hoboken,ELEC,NJ,45.0
hodgkins,ELEC,IL,5.0
hoffman estates,ELEC,IL,19.0
hogansburg,ELEC,NY,4.0
hohenwald,ELEC,TN,2.0
holbrook,ELEC,AZ,24.0
holcombe,ELEC,WI,2.0
holden,ELEC,MO,4.0
holden beach,ELEC,NC,1.0
holderness,ELEC,NH,2.0
holdrege,ELEC,NE,2.0
holiday,ELEC,FL,4.0
holidaysburg,ELEC,PA,2.0
holladay,ELEC,UT,2.0
holland,ELEC,MI,53.0
hollins,ELEC,VA,3.0
hollis,ELEC,NY,2.0
hollister,ELEC,CA,41.0
holliston,ELEC,MA,6.0
holly,ELEC,MI,12.0
holly hill,ELEC,FL,5.0
holly spring,ELEC,GA,3.0
holly springs,ELEC,NC,19.0
hollywood,ELEC,FL,182.0
holmdel,ELEC,NJ,14.0
holmen,ELEC,WI,5.0
holmes beach,ELEC,FL,7.0
holstein,ELEC,IA,2.0
holtwood,ELEC,PA,4.0
holyoke,ELEC,MA,34.0
homer,ELEC,NY,7.0
homerville,ELEC,GA,4.0
homestead,ELEC,FL,47.0
homewood,ELEC,IL,1.0
homosassa,ELEC,FL,2.0
hondo,ELEC,TX,1.0
honeoye,ELEC,NY,2.0
honeoye falls,ELEC,NY,13.0
honesdale,ELEC,PA,6.0
honey brook,ELEC,PA,6.0
